ID,intervention_eligibility_start,intervention_eligibility_end,subpopulation,P_RRH,P_TSH,P_PSH,P_NOTX
6571,10/12/2019,1/12/2020,0,0.369694385,0.597941121,0.406799744,0.455814049
6555,5/20/2019,1/18/2021,1,0.815154223,0.842771651,0.730922283,0.381768703
6552,5/20/2019,10/12/2019,0,0.767745006,0.482498281,0.39460723,0.044425746
7082,7/31/2019,2/14/2020,1,0.867409934,0.553465386,0.423713057,0.089499774
7082,3/7/2020,12/31/2021,1,0.353520184,0.45533201,0.054988373,0.705136561
6558,5/20/2019,6/4/2019,0,0.655087069,0.770054089,0.05414616,0.609874372
6565,5/22/2019,8/7/2019,1,0.909986691,0.740780551,0.83321067,0.118717465
11928,1/23/2022,1/28/2022,1,0.964484292,0.978170008,0.838705547,0.351701278
6994,7/19/2019,10/19/2019,1,0.070863897,0.326907542,0.703410588,0.154190124
6607,5/26/2019,8/26/2019,0,0.457254173,0.44947779,0.9427643,0.681562918
6601,6/1/2019,12/17/2020,1,0.83979134,0.934604108,0.547552582,0.346935156
11036,5/18/2021,12/31/2021,1,0.783888478,0.230043785,0.12644156,0.405014316
6628,6/4/2019,9/4/2019,1,0.878009098,0.702951765,0.48109159,0.360063882
6627,6/4/2019,9/4/2019,1,0.780982938,0.565765826,0.44938477,0.547418346
6651,6/5/2019,9/5/2019,0,0.967892426,0.474402964,0.849740897,0.387239555
8791,3/23/2020,7/15/2021,1,0.433518435,0.121325002,0.721952826,0.534454237
9074,5/11/2020,8/11/2020,1,0.657164886,0.757997909,0.500565751,0.1769351
6657,6/7/2019,1/30/2020,1,0.718309612,0.423036541,0.541017387,0.633100562
6895,7/10/2019,10/10/2019,1,0.339620895,0.392833079,0.635599463,0.101109659
6590,5/31/2019,8/31/2019,1,0.289286367,0.34676031,0.671647418,0.191637148
6518,5/20/2019,8/20/2019,1,0.294116579,0.122914531,0.033742049,0.668378208
6672,6/8/2019,9/8/2019,1,0.053016104,0.041327154,0.982567159,0.463759476
6595,5/28/2019,12/20/2021,1,0.767897404,0.554285955,0.226036023,0.457208215
6934,7/13/2019,8/23/2019,1,0.063039445,0.419934975,0.69837608,0.594255778
6596,6/1/2019,9/1/2019,1,0.528331954,0.459332106,0.562582895,0.172670571
6598,5/26/2019,8/26/2019,1,0.090508111,0.877932027,0.689563853,0.679688437
6591,5/25/2019,8/25/2019,1,0.795862522,0.078947856,0.729475242,0.558765931
6609,5/28/2019,8/28/2019,1,0.669512683,0.41515246,0.595314661,0.360990899
6898,7/6/2019,10/6/2019,1,0.187761339,0.065275721,0.76052356,0.162040392
6697,6/9/2019,9/9/2019,1,0.287389447,0.089272609,0.696716605,0.347732459
6731,6/10/2019,10/4/2019,0,0.607684146,0.06540226,0.483101105,0.064846491
6593,6/1/2019,12/2/2019,1,0.188900703,0.71724955,0.32150149,0.107019127
6645,6/1/2019,9/1/2019,1,0.6981282,0.766980955,0.115817799,0.053444017
6612,5/30/2019,9/4/2021,0,0.98711438,0.054583848,0.373004148,0.070771829
6569,5/24/2019,9/29/2020,1,0.16266425,0.856250084,0.397489279,0.52754836
6631,6/2/2019,5/13/2020,0,0.558775994,0.854973623,0.375983418,0.475616957
7250,8/22/2019,11/22/2019,1,0.605081671,0.080079399,0.668756849,0.494912474
6604,5/30/2019,6/5/2019,1,0.864000114,0.58361295,0.681483968,0.356580713
6610,5/29/2019,8/29/2019,1,0.734024907,0.788259065,0.375548288,0.202858202
6768,6/19/2019,10/30/2019,0,0.747271882,0.923684476,0.090204073,0.1046449
6804,6/28/2019,9/28/2019,1,0.172129269,0.367625515,0.173192676,0.09161543
6632,6/5/2019,9/5/2019,1,0.452001694,0.372823128,0.380422851,0.283226323
6780,6/23/2019,7/25/2019,1,0.043167519,0.805615291,0.705408039,0.646720171
6633,6/4/2019,9/4/2019,1,0.856949485,0.378940863,0.442363098,0.52334346
6633,11/21/2019,2/21/2020,1,0.47614228,0.249984497,0.858427272,0.188972927
6633,8/8/2020,11/8/2020,1,0.152942468,0.364429086,0.604577535,0.044427206
6629,6/4/2019,9/4/2019,1,0.586322741,0.014497954,0.388704931,0.361604897
7673,10/9/2019,1/9/2020,0,0.040949213,0.322575925,0.545741564,0.339504746
9127,5/21/2020,4/30/2021,1,0.540412612,0.458259375,0.250309815,0.42867151
6634,6/5/2019,5/23/2020,0,0.168539944,0.121798051,0.194492127,0.522977823
6635,5/31/2019,8/31/2019,0,0.416186328,0.53784025,0.884982676,0.434801799
6670,6/4/2019,9/4/2019,0,0.861863836,0.708775474,0.001357375,0.198031324
6574,5/25/2019,12/21/2019,1,0.32117051,0.000428883,0.131699868,0.552360368
6638,6/3/2019,4/15/2021,1,0.870916801,0.198652545,0.718280091,0.462806733
6630,6/4/2019,6/21/2019,1,0.998631124,0.066567313,0.062038571,0.231663987
6688,6/11/2019,9/11/2019,1,0.171600133,0.170292457,0.710400716,0.254773146
6644,6/7/2019,9/7/2019,1,0.887915519,0.457506859,0.91301387,0.749383035
6774,6/22/2019,9/7/2019,1,0.415287545,0.271316459,0.697656564,0.094361497
6615,6/2/2019,6/30/2019,0,0.711702609,0.735165221,0.297920355,0.514172559
6641,6/5/2019,7/3/2019,1,0.015679301,0.548050338,0.645875149,0.191326843
6640,6/1/2019,6/18/2019,1,0.637233534,0.760510626,0.034421922,0.611250854
6669,6/3/2019,9/3/2019,1,0.645147313,0.710012309,0.092469886,0.352742897
6658,6/4/2019,3/22/2021,1,0.634695982,0.664231459,0.638967327,0.227391482
6659,6/8/2019,10/5/2020,1,0.610874847,0.416931864,0.124726725,0.517377564
6871,7/4/2019,9/19/2019,1,0.668206874,0.631663709,0.959149115,0.572687887
6661,6/8/2019,9/17/2019,1,0.944808962,0.140778483,0.040396721,0.683971362
6776,6/21/2019,8/28/2019,0,0.162296742,0.962724225,0.068139524,0.072571529
6655,6/7/2019,9/7/2019,1,0.515675414,0.502139687,0.20346822,0.644312629
6655,12/15/2019,3/15/2020,1,0.797141481,0.897190577,0.064425726,0.527157128
6662,6/7/2019,9/7/2019,1,0.561597323,0.106014699,0.44866359,0.35010612
6536,5/24/2019,6/14/2019,1,0.671329761,0.6909556,0.712119784,0.309872985
6668,6/4/2019,9/4/2019,1,0.452725511,0.432747388,0.730134977,0.065158923
6673,6/5/2019,12/5/2019,0,0.916595969,0.034465,0.180827016,0.231771263
6663,6/6/2019,12/12/2019,1,0.406244757,0.151975016,0.702673892,0.593808901
6660,6/6/2019,9/6/2019,0,0.499859073,0.372681198,0.118203097,0.713859773
6916,7/8/2019,10/9/2019,0,0.939639241,0.04686535,0.480325065,0.421170824
6708,6/12/2019,9/12/2019,0,0.541423689,0.467765317,0.465436128,0.544322655
6642,6/7/2019,7/6/2019,0,0.79948003,0.699114033,0.368443973,0.273672237
6643,6/4/2019,7/10/2019,1,0.198690882,0.273990463,0.160673555,0.14311904
6676,6/7/2019,9/7/2019,1,0.767954252,0.018399647,0.340338208,0.394425162
6676,11/25/2019,2/25/2020,1,0.218778585,0.240374424,0.620607478,0.573851205
6781,6/20/2019,12/20/2019,0,0.108608415,0.676696007,0.679831981,0.560503104
6677,6/7/2019,6/12/2019,1,0.965372179,0.639509207,0.905215146,0.019407339
6666,6/6/2019,8/31/2019,1,0.075820772,0.736725815,0.92196319,0.427964386
6687,6/7/2019,7/26/2019,0,0.62382032,0.566923205,0.831235405,0.561709825
6674,6/4/2019,7/19/2020,1,0.078081084,0.243163097,0.437955728,0.053455924
6679,6/8/2019,9/8/2019,1,0.769566038,0.952736355,0.369842007,0.430671753
6685,6/12/2019,6/13/2019,1,0.976820971,0.01458125,0.104677136,0.499897711
6720,6/10/2019,9/10/2019,0,0.358357465,0.305805228,0.309153479,0.647919558
6759,6/20/2019,8/28/2019,1,0.049304703,0.789504245,0.663435949,0.719988987
6759,10/17/2020,1/14/2021,1,0.444546042,0.922936662,0.8388657,0.546011089
7037,7/21/2019,10/21/2019,0,0.710357847,0.498667131,0.811113434,0.128391212
3540,4/21/2018,9/4/2018,1,0.318396794,0.682026501,0.634686745,0.107008519
6882,7/4/2019,10/4/2019,1,0.291170322,0.352781345,0.842713853,0.313850775
6709,6/11/2019,9/11/2019,0,0.352047007,0.202891255,0.175104611,0.450468177
7096,7/31/2019,11/5/2019,0,0.234666234,0.702052708,0.448970741,0.436468925
6756,6/17/2019,9/17/2019,1,0.119919587,0.854264666,0.380739698,0.725324237
6711,6/13/2019,7/3/2019,1,0.119502249,0.278245466,0.487953973,0.125045095
6704,6/13/2019,9/13/2019,0,0.757843058,0.261252714,0.767607748,0.457945356
8083,12/13/2019,12/9/2020,1,0.356278127,0.509468754,0.924344415,0.430571782
6712,6/11/2019,8/14/2019,0,0.813843654,0.061737872,0.090425121,0.257899702
6706,6/12/2019,12/22/2021,1,0.891107358,0.647729148,0.246113894,0.629791129
6729,6/10/2019,7/14/2019,1,0.764125438,0.090695219,0.719956814,0.561230959
11268,7/7/2021,10/7/2021,1,0.395420945,0.136142787,0.410319644,0.457102306
6680,6/6/2019,9/6/2019,0,0.008773883,0.961596283,0.809433735,0.304596568
6702,6/8/2019,11/19/2019,1,0.818713999,0.064126096,0.314110712,0.031471488
7210,8/15/2019,11/15/2019,1,0.715864939,0.958949181,0.9712529,0.50038813
6715,6/13/2019,9/13/2019,1,0.711015351,0.016763246,0.626324563,0.307604691
9956,9/22/2020,12/27/2021,1,0.049850936,0.977547373,0.738107204,0.436336676
6899,7/11/2019,10/27/2019,1,0.44959551,0.886531391,0.103861274,0.736037585
6899,2/12/2021,10/27/2019,1,0.080347052,0.963208267,0.184075039,0.698337922
6899,3/21/2021,10/27/2019,1,0.922593008,0.825755033,0.041509521,0.659768674
6741,6/15/2019,9/15/2019,1,0.91761977,0.222789569,0.485019839,0.215507149
6733,6/12/2019,7/30/2020,0,0.407119762,0.100571124,0.635957932,0.193974871
6753,6/21/2019,9/21/2019,1,0.384188023,0.668953791,0.807408943,0.112901569
6753,12/15/2019,3/15/2020,1,0.463740906,0.389855171,0.796342641,0.550928644
6753,8/8/2020,11/8/2020,1,0.034988564,0.941190017,0.519888446,0.346049082
7322,9/2/2019,12/3/2019,1,0.969908589,0.917655597,0.431250411,0.038716106
7322,9/1/2020,11/29/2020,1,0.909614891,0.890013228,0.998744207,0.064860939
6736,6/16/2019,9/16/2019,1,0.845948971,0.423892968,0.790703391,0.261120816
6823,6/27/2019,10/4/2019,0,0.340059029,0.833008577,0.219050864,0.32660778
9252,6/14/2020,9/14/2020,1,0.382882885,0.958130238,0.870346647,0.343965176
6693,6/10/2019,10/24/2019,1,0.523560938,0.770044329,0.475825666,0.465009882
6726,6/15/2019,9/15/2019,1,0.012737251,0.027502105,0.823464043,0.056634422
6727,6/11/2019,1/27/2020,1,0.745806137,0.178002945,0.283434231,0.190802092
7216,8/13/2019,10/22/2019,1,0.773920322,0.69004807,0.734580288,0.309899677
6703,6/12/2019,7/16/2021,1,0.87900988,0.138647673,0.52883707,0.46208907
6713,6/12/2019,8/5/2019,1,0.719119853,0.278582184,0.446277468,0.703518732
6772,6/20/2019,8/13/2019,1,0.44942823,0.423699265,0.633713952,0.513683609
7743,10/25/2019,12/25/2019,1,0.065865918,0.646493418,0.536645215,0.715704045
6744,6/16/2019,9/16/2019,1,0.290758755,0.837121078,0.593588076,0.528753698
7107,7/29/2019,9/9/2019,1,0.127506472,0.224425979,0.818417932,0.269932008
6745,6/19/2019,9/20/2019,1,0.324055112,0.382430025,0.310501067,0.435589411
6738,6/13/2019,7/15/2019,1,0.639479811,0.282644208,0.912751584,0.233196479
6834,6/25/2019,9/25/2019,1,0.531797417,0.862159413,0.293904886,0.72449314
6746,6/20/2019,12/22/2019,0,0.822051835,0.149102717,0.499134447,0.152900421
6752,6/16/2019,9/16/2019,0,0.389746388,0.777169281,0.138404126,0.394438754
6751,6/17/2019,10/21/2020,1,0.489258081,0.222097681,0.671313607,0.105644096
6750,6/17/2019,6/19/2019,1,0.187604322,0.009469414,0.713427614,0.150027826
6922,7/10/2019,10/10/2019,1,0.315549619,0.669485755,0.50903141,0.17619719
7875,11/4/2019,2/4/2020,1,0.911819629,0.263791497,0.874086185,0.486250819
6995,7/15/2019,8/15/2019,1,0.827417204,0.381556539,0.477083161,0.688169037
6760,6/20/2019,7/12/2019,0,0.676990992,0.970722999,0.181764668,0.160664047
6761,6/21/2019,9/21/2019,1,0.217337267,0.136929309,0.569011385,0.306710602
6742,6/16/2019,2/21/2021,1,0.333062745,0.671735703,0.684199506,0.042292937
6991,7/15/2019,2/22/2020,0,0.836448613,0.476936348,0.084861934,0.552989964
8131,12/20/2019,1/22/2020,1,0.386356323,0.545443517,0.676057418,0.385807725
8141,12/19/2019,3/29/2021,0,0.201033213,0.910131899,0.633016758,0.485598502
8137,12/17/2019,3/10/2020,0,0.258331404,0.179992232,0.786441961,0.216782713
8135,12/16/2019,3/22/2020,1,0.370023362,0.612447558,0.1795559,0.177422719
7267,8/21/2019,11/21/2019,1,0.746194914,0.06400062,0.778291448,0.33474403
10978,5/5/2021,8/6/2021,1,0.963058093,0.544605425,0.237114096,0.436618931
6762,6/22/2019,9/22/2019,0,0.072581922,0.407693916,0.244915046,0.012640491
6763,6/20/2019,9/20/2019,1,0.730968227,0.962468412,0.727645583,0.084598266
6755,6/17/2019,11/11/2019,1,0.039648101,0.983796902,0.113171669,0.005608354
6770,6/17/2019,6/25/2019,0,0.286290869,0.246313817,0.673929453,0.12956908
6787,6/26/2019,9/26/2019,1,0.686309635,0.270930759,0.295740259,0.560528433
7538,9/27/2019,12/27/2019,0,0.810159069,0.399064941,0.389801561,0.6179826
7538,8/15/2020,11/15/2020,0,0.33824361,0.572049031,0.938624366,0.630180559
6857,7/4/2019,9/27/2019,1,0.535745352,0.346849309,0.561695232,0.009733702
8382,1/27/2020,4/27/2020,1,0.138721934,0.461351403,0.870541725,0.043139965
8382,6/22/2020,9/22/2020,1,0.930351667,0.570944461,0.711248915,0.206284582
8382,1/11/2021,8/5/2021,1,0.200126802,0.685863441,0.598730105,0.469427194
6777,6/21/2019,1/28/2020,1,0.363670424,0.242183844,0.174250655,0.310327344
6764,6/20/2019,9/20/2019,0,0.514449795,0.103385262,0.337626075,0.673360486
7007,7/18/2019,9/8/2019,1,0.876466473,0.177416547,0.018822801,0.567897051
7005,7/16/2019,10/16/2019,1,0.447059455,0.618783425,0.221308348,0.502751666
6886,7/7/2019,8/28/2019,1,0.074191449,0.210699103,0.502882519,0.747116883
6797,6/28/2019,9/28/2019,1,0.809384931,0.21292729,0.421443122,0.640505802
6718,6/13/2019,3/20/2021,0,0.034416141,0.574867058,0.390665713,0.42468196
6775,6/18/2019,7/23/2019,1,0.103946699,0.462208601,0.272804877,0.728922157
9524,7/29/2020,10/29/2020,1,0.617593928,0.645367118,0.187934179,0.173598079
6896,7/9/2019,7/18/2019,1,0.469913544,0.888919382,0.6903583,0.625104048
7002,7/20/2019,10/20/2019,1,0.2194046,0.742232256,0.147751272,0.633947992
6792,6/22/2019,9/22/2019,1,0.135253756,0.021671691,0.874791559,0.747044732
6790,6/26/2019,6/16/2019,0,0.489557426,0.8931541,0.104408928,0.709153624
6765,6/21/2019,12/4/2019,0,0.518979323,0.16515343,0.166399204,0.460459763
6789,6/22/2019,9/22/2019,1,0.668216896,0.726695668,0.652341242,0.610750134
6758,6/16/2019,9/16/2019,1,0.443799499,0.138937662,0.84237708,0.624994331
6758,8/9/2020,5/17/2021,1,0.160197938,0.806635182,0.267685979,0.424089318
6788,6/22/2019,12/21/2019,1,0.503876136,0.008944853,0.565347659,0.403536449
6788,12/6/2020,1/20/2021,1,0.171526793,0.098887514,0.730506536,0.714132648
6793,6/22/2019,7/1/2019,1,0.024468729,0.586582053,0.616340128,0.175026106
6784,6/21/2019,9/21/2019,1,0.959969999,0.320141974,0.831939292,0.512171399
6874,6/30/2019,12/31/2019,1,0.313854067,0.296845883,0.505111908,0.242852794
8310,1/13/2020,4/13/2020,0,0.907249227,0.541422135,0.959953399,0.310098113
6803,6/25/2019,9/25/2019,1,0.71509804,0.550318592,0.30778693,0.216720695
7377,9/8/2019,11/9/2019,1,0.017267325,0.223253811,0.151626573,0.723215667
6786,6/22/2019,6/21/2021,1,0.680568175,0.34653066,0.298464872,0.416669793
6828,7/1/2019,10/1/2019,1,0.345591854,0.043583803,0.419144179,0.380985295
6801,6/22/2019,12/22/2019,1,0.609831921,0.103860992,0.000562524,0.61907383
6800,6/22/2019,12/22/2019,1,0.090681365,0.878829964,0.359818486,0.079775661
6805,6/26/2019,10/2/2019,1,0.24924229,0.543173537,0.71551401,0.052046273
6809,6/24/2019,8/5/2019,1,0.954638015,0.995340569,0.5981166,0.642595714
6783,6/22/2019,9/22/2019,1,0.918612756,0.628401904,0.77781055,0.599781141
6802,6/28/2019,9/28/2019,0,0.345588333,0.979260168,0.213125382,0.154895534
6798,6/27/2019,10/31/2019,1,0.489242423,0.021788018,0.703603554,0.466927938
7014,7/24/2019,10/24/2019,0,0.561475578,0.731358712,0.558624932,0.426782361
7014,11/14/2019,2/14/2020,0,0.932500985,0.638183522,0.320731161,0.404447493
7014,12/15/2020,3/15/2021,0,0.42266064,0.512488975,0.632592705,0.291144803
8974,4/20/2020,4/20/2020,1,0.55115782,0.204398558,0.975388343,0.582065608
6732,6/10/2019,1/25/2020,1,0.791032559,0.152422374,0.002977353,0.188879431
7066,7/26/2019,8/21/2021,1,0.546544791,0.910445515,0.500184744,0.423071763
6795,6/27/2019,9/27/2019,1,0.077002013,0.54989604,0.225091922,0.493949872
6794,6/22/2019,1/25/2020,1,0.189411326,0.538998072,0.357449808,0.388800691
6717,6/10/2019,1/26/2020,1,0.573726075,0.117726011,0.13037391,0.595734523
6714,6/9/2019,1/25/2020,1,0.435756272,0.06565065,0.76493409,0.403809043
6808,6/23/2019,9/23/2019,1,0.148982391,0.644285872,0.701974475,0.086366346
6808,2/3/2020,5/3/2020,1,0.388242529,0.558912679,0.294888816,0.475306263
6859,6/30/2019,9/30/2019,1,0.920329637,0.158109858,0.865854282,0.569171063
6856,6/30/2019,9/30/2019,1,0.872598642,0.423386955,0.265760622,0.182853405
6932,7/10/2019,10/10/2019,1,0.7066585,0.76939389,0.746808554,0.139894417
6932,11/23/2019,2/23/2020,1,0.3912121,0.74757225,0.216017381,0.579771425
6932,5/24/2020,6/28/2020,1,0.970001029,0.437592963,0.887048837,0.57760867
6932,5/9/2021,8/9/2021,1,0.891955913,0.438696987,0.394592584,0.062595743
6824,6/28/2019,1/22/2021,1,0.551972885,0.646719306,0.612501091,0.207682409
6846,6/29/2019,9/29/2019,1,0.142042862,0.614939459,0.345576154,0.652585431
6814,6/30/2019,9/30/2019,1,0.715496228,0.510318037,0.08952077,0.102974729
6844,7/1/2019,9/20/2019,1,0.520442322,0.026428127,0.174728482,0.694047547
6820,6/29/2019,1/24/2021,0,0.835704642,0.507937405,0.017524921,0.521604171
7521,9/26/2019,12/26/2019,1,0.923376801,0.291097207,0.879443344,0.680986563
8582,2/19/2020,6/1/2020,1,0.501874651,0.842245553,0.187687887,0.546463653
6843,7/2/2019,3/30/2021,1,0.60283638,0.340106379,0.245698773,0.672409445
6821,6/27/2019,9/27/2019,0,0.273345809,0.0956494,0.682883356,0.503912059
6832,6/26/2019,9/26/2019,1,0.912276537,0.817665979,0.249670245,0.731469843
9135,5/18/2020,8/18/2020,0,0.293854206,0.895822547,0.209957246,0.620661478
9668,8/16/2020,9/23/2020,1,0.430013112,0.079895696,0.057351325,0.180961602
6847,6/30/2019,9/30/2019,0,0.824186022,0.15713194,0.411061035,0.581325359
6868,7/4/2019,10/4/2019,1,0.788703941,0.420410403,0.708922992,0.269775762
6833,6/27/2019,7/31/2019,1,0.213729445,0.455989704,0.985142259,0.319546167
8004,11/30/2019,3/1/2020,1,0.881469745,0.839020584,0.259221161,0.386730785
8454,2/2/2020,8/8/2019,1,0.245204934,0.128309372,0.572248101,0.359707591
9212,6/3/2020,8/31/2021,1,0.831928766,0.098125137,0.818569019,0.361248637
6852,7/3/2019,10/3/2019,0,0.970656118,0.835795884,0.467059329,0.742108396
6852,2/6/2020,5/6/2020,0,0.37241848,0.477881162,0.375903751,0.687341301
6852,6/8/2020,7/30/2021,0,0.762549135,0.126313115,0.258940891,0.68466361
6864,7/4/2019,10/4/2019,1,0.047928636,0.893210821,0.240048384,0.553892633
6769,6/21/2019,9/21/2019,1,0.784203232,0.951275241,0.648099008,0.540149415
6769,8/5/2020,12/10/2020,1,0.749429206,0.04060822,0.088075186,0.383900978
10584,1/30/2021,12/27/2021,0,0.606480476,0.39146209,0.3882039,0.689456661
6810,6/29/2019,9/29/2019,1,0.43426883,0.024706473,0.939284037,0.418995862
6819,6/30/2019,4/26/2021,1,0.925199552,0.021949807,0.945081709,0.309253291
6826,6/26/2019,7/6/2019,1,0.134927125,0.191545268,0.569973043,0.589672049
6875,7/2/2019,1/21/2020,0,0.1898792,0.296195955,0.04166522,0.419837918
7671,10/8/2019,4/20/2020,1,0.108312863,0.613086342,0.664614198,0.000481719
6877,6/30/2019,9/30/2019,0,0.29389824,0.534455901,0.587603364,0.289606371
6830,6/25/2019,8/6/2019,1,0.933167635,0.528252391,0.67888105,0.279224358
6829,6/27/2019,12/22/2019,1,0.310111285,0.873957876,0.420519295,0.616689875
6918,7/8/2019,7/16/2019,1,0.812744085,0.708490335,0.995556192,0.601867221
6845,6/29/2019,3/31/2020,1,0.912322046,0.560878438,0.865522319,0.685157842
8265,1/12/2020,5/25/2020,0,0.802791626,0.532668805,0.654039297,0.218791431
10470,1/7/2021,4/7/2021,1,0.953309439,0.192799935,0.177544643,0.188849327
6885,7/4/2019,10/4/2019,1,0.818222699,0.351042377,0.069689221,0.336178898
6866,6/30/2019,9/9/2019,0,0.387855276,0.298190678,0.338237855,0.508200055
6894,7/7/2019,6/16/2021,1,0.404044399,0.78926135,0.631544479,0.284646018
6937,7/8/2019,10/17/2020,1,0.068217323,0.908011196,0.069348667,0.084819799
6862,7/2/2019,3/27/2020,0,0.788963034,0.501208504,0.829112092,0.513574253
8391,1/23/2020,4/23/2020,1,0.303693653,0.415646723,0.89184189,0.014498634
7059,7/29/2019,10/26/2019,1,0.042200699,0.250137708,0.361010975,0.173730359
6876,6/30/2019,12/31/2019,1,0.303411023,0.40683859,0.408706628,0.45182344
7402,9/9/2019,12/9/2019,1,0.697828005,0.773863186,0.90183607,0.364506179
6892,7/7/2019,11/9/2021,0,0.157784922,0.389456371,0.813120676,0.299520146
9881,9/21/2020,12/21/2020,1,0.179155523,0.695174628,0.403362423,0.306506042
7109,8/2/2019,12/6/2019,0,0.534841225,0.189663398,0.88789691,0.323961965
6940,7/13/2019,3/26/2021,1,0.669205806,0.559777112,0.384202163,0.671727649
7006,7/21/2019,10/21/2019,0,0.080507029,0.56662102,0.89331429,0.368290543
6942,7/8/2019,9/24/2019,0,0.961056544,0.110057728,0.109816268,0.301771145
6872,7/4/2019,10/4/2019,1,0.728975032,0.951207888,0.429213979,0.353153506
6890,7/8/2019,9/4/2020,1,0.013621515,0.915187858,0.182129746,0.572856214
6889,7/8/2019,2/18/2020,1,0.848065801,0.141180464,0.188889595,0.414916434
6919,7/10/2019,10/10/2019,1,0.482026336,0.660425252,0.769005981,0.714467571
11649,9/30/2021,12/30/2021,0,0.017468183,0.012583844,0.580150596,0.691599213
4917,11/2/2018,1/20/2020,0,0.232844179,0.474454938,0.045762184,0.269548859
7801,10/30/2019,1/30/2020,0,0.506061985,0.525295906,0.606335952,0.077371476
6851,6/29/2019,11/30/2019,1,0.621391422,0.73557047,0.80343748,0.504506469
6910,7/7/2019,7/30/2019,0,0.626220657,0.923107515,0.279707617,0.252986183
10321,11/27/2020,2/25/2021,0,0.941677895,0.733200784,0.107871784,0.485794892
6941,7/14/2019,10/7/2019,0,0.055135862,0.055790332,0.968184721,0.464401918
6929,7/12/2019,12/2/2019,1,0.014636397,0.479670578,0.699424615,0.135240383
6928,7/10/2019,10/19/2019,1,0.433293898,0.322944938,0.430899,0.285057533
10006,9/30/2020,12/31/2020,1,0.603812275,0.361749181,0.118037942,0.509073605
6936,7/11/2019,10/11/2019,1,0.593401031,0.520677011,0.917740618,0.669008023
6933,7/14/2019,3/22/2021,0,0.430943746,0.79235102,0.874424403,0.747926477
6931,7/9/2019,10/9/2019,1,0.304695206,0.989147942,0.044968393,0.584871296
7286,8/29/2019,9/29/2019,1,0.717000941,0.355906617,0.277597828,0.682944495
6960,7/16/2019,10/16/2019,1,0.051207565,0.305128012,0.258952819,0.103617893
6888,7/8/2019,10/8/2019,1,0.069321077,0.60766799,0.331954614,0.307683856
6911,7/8/2019,10/8/2019,1,0.043720179,0.773291546,0.936751227,0.704272483
6878,6/30/2019,7/28/2020,1,0.797253935,0.130987317,0.238199239,0.166554567
6946,7/13/2019,8/13/2019,1,0.386257865,0.819072355,0.518604059,0.195631348
6961,7/13/2019,10/13/2019,1,0.761675198,0.709468577,0.661411062,0.451474608
6935,7/13/2019,10/13/2019,1,0.83796874,0.081937005,0.1306081,0.135924663
6949,7/13/2019,3/28/2020,1,0.527230853,0.61839016,0.239526247,0.232933926
6953,7/14/2019,1/30/2020,0,0.066986906,0.868950093,0.609121108,0.07309411
7075,7/31/2019,8/24/2019,1,0.367430978,0.165838126,0.09427773,0.004821819
7219,8/13/2019,2/18/2020,1,0.811583841,0.839504705,0.778064447,0.216326528
6869,7/6/2019,10/6/2019,1,0.912120224,0.439821025,0.048221849,0.693916978
6906,7/9/2019,10/9/2019,1,0.952877747,0.377002872,0.391262306,0.205738405
6939,7/14/2019,10/26/2019,1,0.054236807,0.687454445,0.378447925,0.17182617
6939,2/7/2020,5/7/2020,1,0.446013137,0.848751892,0.154100546,0.071410655
6939,10/15/2020,1/15/2021,1,0.009960288,0.942129872,0.056617139,0.267271506
6930,7/8/2019,10/8/2019,1,0.104672982,0.354019142,0.948807974,0.292146632
6954,7/18/2019,10/23/2020,1,0.365620414,0.082558716,0.069353155,0.374537175
7608,10/7/2019,12/7/2019,1,0.008261962,0.112364201,0.336165236,0.232672499
9076,5/12/2020,8/12/2020,1,0.764867621,0.627631946,0.259030222,0.278868117
6970,7/13/2019,9/14/2019,1,0.678077156,0.017698822,0.168703694,0.433234171
6927,7/10/2019,3/29/2021,0,0.978804755,0.012524577,0.552478337,0.219287955
7032,7/26/2019,5/12/2020,1,0.433595593,0.679989027,0.767876335,0.308014133
6924,7/7/2019,3/6/2020,0,0.663942346,0.363277207,0.538319217,0.741528383
7073,7/31/2019,10/31/2019,1,0.6386332,0.115122159,0.285147559,0.012139347
6951,7/13/2019,8/10/2019,1,0.634770886,0.063166858,0.564303945,0.196175785
6959,7/17/2019,7/29/2020,1,0.92113254,0.68775204,0.378763342,0.625362983
6950,7/10/2019,8/5/2019,0,0.724323737,0.973575834,0.762310913,0.012793008
6950,7/21/2020,10/21/2020,0,0.091654464,0.513699715,0.656030276,0.060325495
6956,7/18/2019,10/18/2019,1,0.154852289,0.093703918,0.891632392,0.499646023
6957,7/13/2019,7/21/2019,1,0.168206927,0.834263949,0.174437851,0.080558383
6957,12/1/2020,3/1/2021,1,0.550973104,0.337704308,0.567363808,0.473436981
6957,10/21/2021,1/21/2022,1,0.349064469,0.578500587,0.250468748,0.616393299
6971,7/14/2019,10/14/2019,1,0.531271249,0.844796356,0.503042397,0.229473449
7995,11/29/2019,3/3/2021,0,0.765751506,0.221902781,0.402124806,0.426681233
7052,7/28/2019,10/20/2019,1,0.112513907,0.181442384,0.097564824,0.058722456
6989,7/21/2019,9/12/2019,1,0.764668389,0.731528962,0.214535602,0.178032505
6975,7/15/2019,10/15/2019,1,0.683129109,0.968147654,0.531257792,0.748476646
6975,3/4/2020,6/4/2020,1,0.076517951,0.145246291,0.88650693,0.099968513
