ProjectTypeName,MoveInDate
Transitional Housing,5/1/2021
PH - Rapid Re-Housing,11/2/2017
PH - Rapid Re-Housing,1/24/2020
PH - Rapid Re-Housing,9/6/2017
PH - Rapid Re-Housing,9/19/2017
PH - Rapid Re-Housing,2/9/2018
PH - Rapid Re-Housing,11/1/2017
PH - Rapid Re-Housing,9/18/2017
PH - Permanent Supportive Housing,4/3/2018
PH - Rapid Re-Housing,9/25/2017
PH - Rapid Re-Housing,7/1/2017
PH - Rapid Re-Housing,11/1/2017
PH - Permanent Supportive Housing,8/22/2017
PH - Rapid Re-Housing,10/11/2017
PH - Rapid Re-Housing,10/28/2017
PH - Rapid Re-Housing,9/29/2017
PH - Rapid Re-Housing,8/2/2018
PH - Permanent Supportive Housing,8/2/2018
PH - Rapid Re-Housing,9/8/2017
PH - Permanent Supportive Housing,4/25/2018
PH - Rapid Re-Housing,9/30/2019
PH - Rapid Re-Housing,11/21/2017
PH - Permanent Supportive Housing,9/1/2017
PH - Rapid Re-Housing,10/8/2018
PH - Rapid Re-Housing,11/3/2017
PH - Rapid Re-Housing,12/12/2017
PH - Rapid Re-Housing,9/19/2017
PH - Rapid Re-Housing,8/1/2017
PH - Rapid Re-Housing,11/1/2019
PH - Rapid Re-Housing,1/19/2018
PH - Rapid Re-Housing,9/17/2021
PH - Permanent Supportive Housing,10/17/2019
PH - Rapid Re-Housing,9/1/2017
PH - Rapid Re-Housing,9/27/2017
PH - Rapid Re-Housing,6/1/2019
PH - Permanent Supportive Housing,9/29/2020
PH - Permanent Supportive Housing,10/1/2021
PH - Rapid Re-Housing,11/27/2019
PH - Permanent Supportive Housing,8/30/2019
PH - Rapid Re-Housing,11/9/2017
PH - Rapid Re-Housing,10/16/2019
PH - Rapid Re-Housing,5/15/2018
PH - Rapid Re-Housing,9/5/2017
PH - Permanent Supportive Housing,8/21/2020
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,8/28/2019
PH - Rapid Re-Housing,8/8/2019
PH - Rapid Re-Housing,12/15/2017
PH - Rapid Re-Housing,11/6/2017
PH - Rapid Re-Housing,9/20/2017
PH - Rapid Re-Housing,9/20/2017
PH - Permanent Supportive Housing,8/16/2018
PH - Rapid Re-Housing,11/20/2017
PH - Rapid Re-Housing,4/13/2018
PH - Permanent Supportive Housing,7/23/2018
Transitional Housing,5/1/2020
PH - Rapid Re-Housing,2/1/2018
PH - Rapid Re-Housing,10/19/2017
PH - Permanent Supportive Housing,12/1/2017
PH - Rapid Re-Housing,3/25/2019
PH - Rapid Re-Housing,3/4/2021
PH - Rapid Re-Housing,9/25/2017
PH - Rapid Re-Housing,2/3/2020
Transitional Housing,10/1/2017
PH - Permanent Supportive Housing,10/1/2017
Transitional Housing,10/1/2017
Transitional Housing,10/1/2017
PH - Rapid Re-Housing,11/9/2017
PH - Permanent Supportive Housing,4/19/2018
PH - Rapid Re-Housing,4/18/2018
PH - Rapid Re-Housing,10/10/2017
PH - Rapid Re-Housing,9/6/2017
PH - Rapid Re-Housing,9/6/2017
PH - Permanent Supportive Housing,11/28/2017
PH - Rapid Re-Housing,4/13/2018
PH - Rapid Re-Housing,12/21/2017
Transitional Housing,12/21/2017
PH - Permanent Supportive Housing,12/21/2017
PH - Permanent Supportive Housing,9/27/2017
Transitional Housing,4/5/2019
PH - Permanent Supportive Housing,4/5/2019
PH - Rapid Re-Housing,4/5/2019
PH - Rapid Re-Housing,12/1/2017
PH - Rapid Re-Housing,9/29/2017
PH - Rapid Re-Housing,12/13/2019
PH - Permanent Supportive Housing,8/21/2020
PH - Rapid Re-Housing,9/12/2018
PH - Permanent Supportive Housing,10/23/2017
Transitional Housing,6/29/2021
PH - Permanent Supportive Housing,6/29/2021
PH - Rapid Re-Housing,11/8/2017
PH - Rapid Re-Housing,11/22/2017
PH - Rapid Re-Housing,12/28/2017
PH - Rapid Re-Housing,12/1/2018
PH - Rapid Re-Housing,1/2/2018
PH - Rapid Re-Housing,10/16/2017
PH - Permanent Supportive Housing,10/16/2017
PH - Permanent Supportive Housing,11/17/2017
PH - Rapid Re-Housing,11/17/2017
PH - Rapid Re-Housing,2/1/2018
PH - Rapid Re-Housing,10/2/2017
PH - Rapid Re-Housing,1/17/2018
PH - Permanent Supportive Housing,10/1/2017
PH - Permanent Supportive Housing,12/22/2017
PH - Rapid Re-Housing,12/22/2017
PH - Rapid Re-Housing,10/16/2017
PH - Permanent Supportive Housing,7/17/2018
PH - Rapid Re-Housing,6/7/2018
PH - Rapid Re-Housing,7/16/2018
PH - Rapid Re-Housing,8/15/2019
PH - Rapid Re-Housing,12/5/2017
Transitional Housing,11/10/2017
PH - Permanent Supportive Housing,11/10/2017
PH - Permanent Supportive Housing,11/10/2017
PH - Permanent Supportive Housing,10/10/2019
PH - Rapid Re-Housing,12/18/2017
PH - Rapid Re-Housing,12/7/2018
PH - Rapid Re-Housing,2/1/2019
PH - Permanent Supportive Housing,12/20/2017
PH - Rapid Re-Housing,8/3/2018
PH - Rapid Re-Housing,11/21/2017
PH - Rapid Re-Housing,1/15/2019
PH - Rapid Re-Housing,10/12/2018
PH - Permanent Supportive Housing,10/19/2018
PH - Rapid Re-Housing,11/2/2018
PH - Permanent Supportive Housing,11/30/2017
PH - Permanent Supportive Housing,10/2/2020
PH - Permanent Supportive Housing,12/20/2019
PH - Permanent Supportive Housing,9/21/2017
PH - Permanent Supportive Housing,11/1/2017
PH - Rapid Re-Housing,11/24/2017
PH - Permanent Supportive Housing,3/29/2021
PH - Permanent Supportive Housing,12/29/2017
PH - Rapid Re-Housing,6/28/2018
PH - Rapid Re-Housing,11/26/2018
PH - Rapid Re-Housing,11/17/2017
PH - Rapid Re-Housing,8/1/2018
PH - Permanent Supportive Housing,8/1/2018
PH - Rapid Re-Housing,12/18/2018
PH - Permanent Supportive Housing,10/1/2018
PH - Permanent Supportive Housing,10/19/2017
PH - Rapid Re-Housing,1/15/2018
PH - Rapid Re-Housing,9/9/2017
PH - Rapid Re-Housing,12/21/2017
PH - Rapid Re-Housing,6/8/2018
PH - Rapid Re-Housing,12/1/2021
PH - Rapid Re-Housing,11/9/2017
PH - Rapid Re-Housing,2/26/2018
PH - Rapid Re-Housing,6/15/2018
PH - Permanent Supportive Housing,6/15/2018
PH - Rapid Re-Housing,2/15/2018
PH - Permanent Supportive Housing,4/29/2021
PH - Permanent Supportive Housing,8/12/2021
PH - Permanent Supportive Housing,12/18/2017
PH - Permanent Supportive Housing,5/14/2018
PH - Rapid Re-Housing,5/14/2018
Transitional Housing,12/4/2018
PH - Rapid Re-Housing,12/1/2017
PH - Rapid Re-Housing,12/22/2017
Transitional Housing,12/14/2017
PH - Rapid Re-Housing,12/14/2017
PH - Rapid Re-Housing,5/9/2020
PH - Rapid Re-Housing,12/29/2017
PH - Rapid Re-Housing,12/21/2017
PH - Rapid Re-Housing,11/21/2017
PH - Permanent Supportive Housing,7/9/2018
PH - Rapid Re-Housing,9/23/2020
PH - Rapid Re-Housing,3/29/2021
PH - Rapid Re-Housing,11/16/2017
PH - Rapid Re-Housing,2/23/2018
PH - Rapid Re-Housing,4/6/2018
PH - Permanent Supportive Housing,4/23/2018
PH - Rapid Re-Housing,2/1/2018
PH - Rapid Re-Housing,11/15/2017
PH - Permanent Supportive Housing,6/21/2018
PH - Rapid Re-Housing,6/21/2018
PH - Permanent Supportive Housing,9/6/2019
PH - Rapid Re-Housing,12/8/2017
PH - Rapid Re-Housing,4/19/2018
PH - Rapid Re-Housing,12/7/2017
PH - Permanent Supportive Housing,10/23/2017
PH - Rapid Re-Housing,4/6/2020
PH - Rapid Re-Housing,2/9/2018
PH - Rapid Re-Housing,11/1/2019
PH - Permanent Supportive Housing,4/22/2021
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,8/26/2019
PH - Rapid Re-Housing,3/28/2018
PH - Rapid Re-Housing,1/4/2019
PH - Permanent Supportive Housing,9/26/2019
PH - Rapid Re-Housing,1/28/2018
PH - Permanent Supportive Housing,5/13/2019
PH - Rapid Re-Housing,5/22/2018
PH - Rapid Re-Housing,10/8/2018
PH - Rapid Re-Housing,2/26/2018
PH - Rapid Re-Housing,1/1/2018
PH - Rapid Re-Housing,8/10/2018
PH - Rapid Re-Housing,4/3/2018
PH - Rapid Re-Housing,6/27/2018
PH - Rapid Re-Housing,1/5/2018
PH - Rapid Re-Housing,8/13/2019
PH - Rapid Re-Housing,3/20/2018
PH - Permanent Supportive Housing,11/15/2017
PH - Permanent Supportive Housing,11/15/2017
PH - Rapid Re-Housing,11/15/2017
PH - Rapid Re-Housing,6/1/2018
PH - Rapid Re-Housing,1/2/2020
PH - Rapid Re-Housing,12/4/2018
PH - Rapid Re-Housing,4/16/2018
PH - Rapid Re-Housing,3/20/2018
PH - Rapid Re-Housing,3/24/2020
PH - Rapid Re-Housing,3/23/2018
PH - Rapid Re-Housing,1/25/2018
PH - Rapid Re-Housing,8/5/2020
PH - Rapid Re-Housing,2/14/2020
PH - Rapid Re-Housing,7/10/2018
PH - Rapid Re-Housing,7/10/2018
PH - Permanent Supportive Housing,10/8/2019
PH - Rapid Re-Housing,10/8/2019
PH - Rapid Re-Housing,10/8/2019
PH - Rapid Re-Housing,10/7/2019
PH - Permanent Supportive Housing,4/29/2019
PH - Rapid Re-Housing,3/19/2018
PH - Rapid Re-Housing,10/1/2020
PH - Rapid Re-Housing,12/29/2017
PH - Rapid Re-Housing,4/1/2018
PH - Rapid Re-Housing,6/8/2018
PH - Rapid Re-Housing,6/15/2018
PH - Rapid Re-Housing,3/14/2018
PH - Rapid Re-Housing,10/4/2019
PH - Rapid Re-Housing,12/4/2018
PH - Rapid Re-Housing,2/1/2018
PH - Rapid Re-Housing,12/1/2020
PH - Rapid Re-Housing,4/5/2018
PH - Permanent Supportive Housing,11/1/2019
PH - Rapid Re-Housing,4/13/2018
PH - Rapid Re-Housing,3/9/2020
PH - Rapid Re-Housing,2/14/2018
PH - Rapid Re-Housing,3/29/2018
PH - Rapid Re-Housing,3/29/2019
PH - Rapid Re-Housing,2/28/2019
PH - Rapid Re-Housing,3/14/2018
PH - Rapid Re-Housing,4/1/2019
PH - Permanent Supportive Housing,1/8/2018
PH - Rapid Re-Housing,3/22/2018
PH - Rapid Re-Housing,4/9/2018
PH - Permanent Supportive Housing,2/1/2018
PH - Rapid Re-Housing,2/1/2018
PH - Permanent Supportive Housing,6/20/2019
PH - Rapid Re-Housing,4/4/2018
PH - Rapid Re-Housing,6/1/2019
PH - Permanent Supportive Housing,3/19/2020
PH - Rapid Re-Housing,3/18/2020
PH - Rapid Re-Housing,10/15/2018
PH - Rapid Re-Housing,4/16/2021
PH - Rapid Re-Housing,2/15/2018
PH - Rapid Re-Housing,2/28/2018
PH - Rapid Re-Housing,6/14/2018
PH - Rapid Re-Housing,3/18/2020
PH - Rapid Re-Housing,3/18/2020
PH - Rapid Re-Housing,3/29/2018
PH - Permanent Supportive Housing,2/14/2020
PH - Rapid Re-Housing,5/10/2018
PH - Rapid Re-Housing,4/16/2018
PH - Rapid Re-Housing,8/13/2018
PH - Rapid Re-Housing,10/8/2018
PH - Rapid Re-Housing,8/30/2018
PH - Rapid Re-Housing,5/3/2018
PH - Permanent Supportive Housing,11/27/2019
PH - Rapid Re-Housing,11/27/2019
PH - Permanent Supportive Housing,11/27/2019
PH - Rapid Re-Housing,3/30/2018
PH - Rapid Re-Housing,5/11/2018
PH - Rapid Re-Housing,8/9/2018
PH - Permanent Supportive Housing,8/9/2018
PH - Rapid Re-Housing,3/14/2018
PH - Rapid Re-Housing,12/1/2020
PH - Rapid Re-Housing,3/15/2018
PH - Rapid Re-Housing,5/25/2018
PH - Rapid Re-Housing,5/17/2018
PH - Rapid Re-Housing,6/14/2018
PH - Rapid Re-Housing,4/26/2018
PH - Rapid Re-Housing,12/10/2018
Transitional Housing,8/7/2018
PH - Permanent Supportive Housing,4/19/2019
PH - Rapid Re-Housing,5/31/2018
PH - Rapid Re-Housing,4/24/2018
PH - Rapid Re-Housing,5/4/2018
Transitional Housing,6/25/2020
PH - Rapid Re-Housing,8/5/2020
PH - Rapid Re-Housing,1/31/2019
PH - Permanent Supportive Housing,3/3/2018
PH - Rapid Re-Housing,3/3/2018
PH - Rapid Re-Housing,9/6/2018
PH - Rapid Re-Housing,9/6/2018
PH - Permanent Supportive Housing,7/15/2019
PH - Rapid Re-Housing,4/9/2018
PH - Rapid Re-Housing,4/9/2018
PH - Rapid Re-Housing,4/9/2018
PH - Rapid Re-Housing,6/1/2018
PH - Permanent Supportive Housing,12/6/2018
PH - Rapid Re-Housing,12/6/2018
PH - Rapid Re-Housing,5/1/2018
PH - Permanent Supportive Housing,4/23/2018
PH - Rapid Re-Housing,4/2/2019
PH - Rapid Re-Housing,4/2/2019
PH - Rapid Re-Housing,3/28/2018
PH - Rapid Re-Housing,12/18/2018
PH - Rapid Re-Housing,7/18/2018
Transitional Housing,11/12/2018
PH - Rapid Re-Housing,10/29/2019
PH - Permanent Supportive Housing,6/11/2018
PH - Rapid Re-Housing,3/30/2018
PH - Rapid Re-Housing,4/12/2018
PH - Rapid Re-Housing,4/17/2020
PH - Rapid Re-Housing,12/6/2019
PH - Rapid Re-Housing,6/4/2018
PH - Rapid Re-Housing,5/8/2018
PH - Rapid Re-Housing,3/12/2018
PH - Rapid Re-Housing,1/24/2020
PH - Rapid Re-Housing,3/22/2019
PH - Rapid Re-Housing,7/13/2018
PH - Rapid Re-Housing,10/24/2019
PH - Rapid Re-Housing,6/19/2018
PH - Rapid Re-Housing,2/6/2019
PH - Rapid Re-Housing,11/8/2018
PH - Permanent Supportive Housing,11/8/2018
PH - Rapid Re-Housing,5/9/2020
PH - Rapid Re-Housing,2/21/2019
PH - Rapid Re-Housing,6/19/2018
Transitional Housing,5/25/2018
PH - Rapid Re-Housing,7/20/2018
PH - Permanent Supportive Housing,7/20/2018
PH - Permanent Supportive Housing,9/9/2019
PH - Rapid Re-Housing,6/26/2018
PH - Rapid Re-Housing,7/1/2018
PH - Rapid Re-Housing,1/28/2019
PH - Rapid Re-Housing,12/11/2018
Transitional Housing,1/18/2019
PH - Permanent Supportive Housing,11/29/2017
PH - Rapid Re-Housing,5/24/2018
PH - Rapid Re-Housing,2/7/2019
PH - Rapid Re-Housing,4/6/2018
PH - Rapid Re-Housing,5/18/2020
PH - Rapid Re-Housing,7/3/2019
PH - Rapid Re-Housing,6/7/2018
PH - Rapid Re-Housing,9/4/2018
PH - Permanent Supportive Housing,10/1/2017
PH - Permanent Supportive Housing,12/6/2018
PH - Permanent Supportive Housing,12/6/2018
PH - Rapid Re-Housing,7/17/2018
PH - Permanent Supportive Housing,7/17/2018
Transitional Housing,4/16/2020
PH - Permanent Supportive Housing,4/16/2020
PH - Rapid Re-Housing,6/1/2018
PH - Rapid Re-Housing,10/8/2018
PH - Permanent Supportive Housing,2/5/2020
Transitional Housing,2/5/2020
PH - Rapid Re-Housing,6/12/2018
PH - Permanent Supportive Housing,6/1/2018
PH - Permanent Supportive Housing,11/2/2020
PH - Rapid Re-Housing,5/10/2018
PH - Rapid Re-Housing,12/2/2018
PH - Rapid Re-Housing,6/1/2018
PH - Rapid Re-Housing,6/12/2018
PH - Permanent Supportive Housing,9/27/2019
PH - Rapid Re-Housing,6/18/2018
PH - Rapid Re-Housing,10/9/2019
PH - Rapid Re-Housing,7/27/2018
PH - Rapid Re-Housing,10/26/2018
Transitional Housing,10/17/2018
PH - Permanent Supportive Housing,10/17/2018
PH - Rapid Re-Housing,11/29/2018
PH - Rapid Re-Housing,11/29/2018
PH - Rapid Re-Housing,8/10/2018
PH - Rapid Re-Housing,2/12/2019
PH - Rapid Re-Housing,5/21/2018
PH - Rapid Re-Housing,2/4/2020
PH - Permanent Supportive Housing,2/4/2020
PH - Rapid Re-Housing,5/9/2018
PH - Rapid Re-Housing,8/6/2019
PH - Permanent Supportive Housing,11/1/2017
PH - Permanent Supportive Housing,8/1/2017
PH - Rapid Re-Housing,5/17/2018
Transitional Housing,4/6/2021
PH - Rapid Re-Housing,9/19/2019
PH - Rapid Re-Housing,9/19/2019
PH - Rapid Re-Housing,9/19/2019
PH - Rapid Re-Housing,6/25/2018
PH - Rapid Re-Housing,6/8/2018
PH - Rapid Re-Housing,6/8/2018
PH - Rapid Re-Housing,2/26/2019
PH - Rapid Re-Housing,6/21/2018
PH - Rapid Re-Housing,6/11/2018
PH - Rapid Re-Housing,6/5/2018
PH - Rapid Re-Housing,5/22/2018
PH - Rapid Re-Housing,5/22/2018
PH - Rapid Re-Housing,11/1/2018
PH - Rapid Re-Housing,7/26/2018
PH - Rapid Re-Housing,7/26/2018
Transitional Housing,6/18/2018
PH - Permanent Supportive Housing,4/1/2020
PH - Rapid Re-Housing,9/28/2018
PH - Permanent Supportive Housing,10/1/2018
PH - Permanent Supportive Housing,9/1/2018
PH - Rapid Re-Housing,8/31/2018
PH - Rapid Re-Housing,8/29/2018
PH - Rapid Re-Housing,6/27/2019
PH - Rapid Re-Housing,6/11/2020
PH - Permanent Supportive Housing,12/29/2020
PH - Permanent Supportive Housing,5/2/2018
PH - Rapid Re-Housing,11/29/2018
PH - Rapid Re-Housing,5/31/2018
PH - Rapid Re-Housing,7/18/2018
PH - Rapid Re-Housing,6/14/2018
PH - Rapid Re-Housing,7/10/2018
PH - Rapid Re-Housing,8/1/2018
PH - Rapid Re-Housing,6/14/2018
PH - Rapid Re-Housing,6/14/2018
PH - Rapid Re-Housing,6/27/2018
PH - Rapid Re-Housing,6/27/2018
PH - Rapid Re-Housing,7/26/2018
PH - Rapid Re-Housing,5/24/2018
PH - Permanent Supportive Housing,5/19/2021
PH - Permanent Supportive Housing,5/24/2018
PH - Permanent Supportive Housing,5/24/2018
PH - Rapid Re-Housing,7/24/2018
PH - Rapid Re-Housing,6/19/2018
PH - Rapid Re-Housing,6/27/2018
PH - Rapid Re-Housing,9/14/2018
PH - Permanent Supportive Housing,2/10/2020
PH - Permanent Supportive Housing,2/10/2020
PH - Rapid Re-Housing,9/12/2018
PH - Rapid Re-Housing,1/31/2019
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,5/16/2019
PH - Rapid Re-Housing,4/8/2019
PH - Rapid Re-Housing,6/9/2018
PH - Permanent Supportive Housing,6/27/2019
PH - Rapid Re-Housing,8/15/2018
PH - Rapid Re-Housing,6/19/2018
PH - Rapid Re-Housing,7/24/2018
PH - Rapid Re-Housing,12/4/2018
PH - Rapid Re-Housing,8/18/2020
PH - Rapid Re-Housing,6/14/2018
PH - Rapid Re-Housing,6/26/2018
PH - Rapid Re-Housing,6/28/2018
PH - Rapid Re-Housing,9/1/2018
PH - Rapid Re-Housing,7/19/2018
PH - Permanent Supportive Housing,8/23/2018
PH - Rapid Re-Housing,8/23/2018
PH - Rapid Re-Housing,7/19/2018
PH - Rapid Re-Housing,7/26/2018
PH - Rapid Re-Housing,6/19/2018
PH - Rapid Re-Housing,9/1/2018
PH - Rapid Re-Housing,12/21/2018
PH - Rapid Re-Housing,3/26/2021
PH - Rapid Re-Housing,6/26/2018
PH - Rapid Re-Housing,1/4/2021
PH - Rapid Re-Housing,8/1/2019
PH - Permanent Supportive Housing,8/1/2019
PH - Rapid Re-Housing,7/31/2018
PH - Rapid Re-Housing,9/6/2018
PH - Rapid Re-Housing,8/3/2018
PH - Rapid Re-Housing,9/12/2018
PH - Rapid Re-Housing,8/23/2018
PH - Rapid Re-Housing,10/9/2019
PH - Rapid Re-Housing,9/10/2021
Transitional Housing,9/10/2021
PH - Rapid Re-Housing,7/10/2018
PH - Rapid Re-Housing,8/23/2018
PH - Rapid Re-Housing,12/18/2020
PH - Rapid Re-Housing,8/15/2018
PH - Rapid Re-Housing,8/23/2018
PH - Rapid Re-Housing,2/7/2020
PH - Rapid Re-Housing,2/7/2020
PH - Rapid Re-Housing,10/21/2019
PH - Rapid Re-Housing,5/2/2021
PH - Rapid Re-Housing,8/15/2018
PH - Rapid Re-Housing,12/10/2020
PH - Rapid Re-Housing,1/7/2020
PH - Rapid Re-Housing,7/31/2018
PH - Rapid Re-Housing,9/22/2020
PH - Permanent Supportive Housing,10/1/2021
PH - Rapid Re-Housing,8/27/2018
PH - Rapid Re-Housing,10/8/2018
PH - Rapid Re-Housing,10/8/2018
PH - Rapid Re-Housing,11/13/2018
PH - Rapid Re-Housing,8/23/2021
PH - Rapid Re-Housing,3/18/2019
PH - Permanent Supportive Housing,3/18/2019
PH - Rapid Re-Housing,3/18/2019
PH - Permanent Supportive Housing,12/5/2018
PH - Permanent Supportive Housing,10/15/2018
PH - Permanent Supportive Housing,6/22/2021
PH - Rapid Re-Housing,10/18/2019
PH - Rapid Re-Housing,8/7/2018
PH - Rapid Re-Housing,12/17/2020
PH - Permanent Supportive Housing,12/17/2020
PH - Permanent Supportive Housing,12/3/2018
PH - Rapid Re-Housing,11/25/2018
PH - Rapid Re-Housing,9/10/2018
PH - Rapid Re-Housing,11/16/2020
PH - Permanent Supportive Housing,9/13/2019
PH - Rapid Re-Housing,9/19/2018
PH - Rapid Re-Housing,10/2/2019
PH - Rapid Re-Housing,10/4/2021
PH - Rapid Re-Housing,10/21/2018
PH - Permanent Supportive Housing,12/15/2019
PH - Permanent Supportive Housing,7/3/2019
PH - Rapid Re-Housing,9/14/2018
PH - Rapid Re-Housing,9/4/2019
PH - Rapid Re-Housing,2/4/2022
PH - Rapid Re-Housing,4/9/2019
PH - Rapid Re-Housing,5/1/2019
PH - Permanent Supportive Housing,12/9/2019
PH - Permanent Supportive Housing,2/21/2020
PH - Rapid Re-Housing,4/4/2019
PH - Rapid Re-Housing,11/20/2018
PH - Rapid Re-Housing,6/9/2020
PH - Permanent Supportive Housing,1/22/2020
PH - Rapid Re-Housing,2/7/2019
PH - Rapid Re-Housing,3/23/2020
PH - Rapid Re-Housing,12/7/2018
PH - Rapid Re-Housing,2/19/2021
PH - Permanent Supportive Housing,8/1/2021
PH - Rapid Re-Housing,9/21/2018
PH - Rapid Re-Housing,12/6/2019
PH - Rapid Re-Housing,6/11/2019
PH - Rapid Re-Housing,6/11/2019
PH - Permanent Supportive Housing,5/31/2018
PH - Permanent Supportive Housing,8/10/2018
PH - Rapid Re-Housing,8/10/2018
PH - Rapid Re-Housing,9/20/2018
PH - Rapid Re-Housing,9/5/2018
PH - Rapid Re-Housing,11/8/2018
PH - Rapid Re-Housing,10/26/2018
PH - Rapid Re-Housing,11/29/2018
PH - Rapid Re-Housing,12/18/2018
PH - Rapid Re-Housing,4/10/2020
PH - Rapid Re-Housing,12/11/2018
PH - Permanent Supportive Housing,11/8/2018
PH - Rapid Re-Housing,11/8/2018
PH - Permanent Supportive Housing,1/17/2019
PH - Rapid Re-Housing,1/11/2019
PH - Permanent Supportive Housing,8/6/2018
PH - Permanent Supportive Housing,8/6/2018
PH - Permanent Supportive Housing,6/20/2018
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,11/21/2019
PH - Rapid Re-Housing,9/13/2018
PH - Rapid Re-Housing,1/6/2021
Transitional Housing,9/3/2019
PH - Rapid Re-Housing,9/3/2019
PH - Rapid Re-Housing,9/13/2019
PH - Rapid Re-Housing,4/9/2019
PH - Rapid Re-Housing,9/25/2018
PH - Rapid Re-Housing,1/11/2019
PH - Rapid Re-Housing,4/14/2020
PH - Rapid Re-Housing,12/21/2018
PH - Rapid Re-Housing,9/1/2018
PH - Rapid Re-Housing,9/15/2018
PH - Permanent Supportive Housing,7/1/2019
PH - Permanent Supportive Housing,2/4/2022
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,10/1/2021
PH - Permanent Supportive Housing,9/18/2020
PH - Rapid Re-Housing,10/19/2018
PH - Permanent Supportive Housing,12/6/2018
PH - Rapid Re-Housing,12/6/2018
PH - Rapid Re-Housing,11/16/2018
PH - Rapid Re-Housing,5/2/2019
PH - Permanent Supportive Housing,12/10/2019
PH - Rapid Re-Housing,2/26/2019
PH - Rapid Re-Housing,4/15/2020
PH - Rapid Re-Housing,12/6/2018
PH - Rapid Re-Housing,10/21/2021
PH - Rapid Re-Housing,5/6/2021
PH - Rapid Re-Housing,9/13/2019
PH - Permanent Supportive Housing,4/8/2019
PH - Rapid Re-Housing,1/13/2021
PH - Permanent Supportive Housing,1/13/2021
PH - Rapid Re-Housing,8/1/2019
PH - Rapid Re-Housing,2/1/2019
PH - Rapid Re-Housing,10/9/2018
PH - Rapid Re-Housing,9/28/2018
PH - Rapid Re-Housing,10/5/2018
PH - Rapid Re-Housing,12/27/2018
Transitional Housing,5/28/2019
PH - Permanent Supportive Housing,10/10/2019
Transitional Housing,4/1/2020
PH - Rapid Re-Housing,11/6/2018
PH - Rapid Re-Housing,12/21/2018
PH - Rapid Re-Housing,2/5/2019
PH - Rapid Re-Housing,11/27/2019
PH - Rapid Re-Housing,12/17/2020
PH - Rapid Re-Housing,8/30/2019
PH - Rapid Re-Housing,5/28/2020
PH - Rapid Re-Housing,1/18/2019
PH - Permanent Supportive Housing,10/9/2019
PH - Rapid Re-Housing,9/20/2019
PH - Rapid Re-Housing,10/10/2018
PH - Rapid Re-Housing,2/10/2020
PH - Rapid Re-Housing,5/21/2019
PH - Permanent Supportive Housing,11/23/2019
PH - Permanent Supportive Housing,10/4/2019
PH - Permanent Supportive Housing,11/4/2019
PH - Rapid Re-Housing,11/8/2018
PH - Rapid Re-Housing,12/27/2018
PH - Rapid Re-Housing,1/17/2019
PH - Rapid Re-Housing,10/5/2018
PH - Rapid Re-Housing,12/4/2018
PH - Rapid Re-Housing,12/20/2018
PH - Rapid Re-Housing,2/28/2019
PH - Permanent Supportive Housing,2/28/2019
PH - Rapid Re-Housing,9/16/2019
PH - Rapid Re-Housing,2/7/2019
PH - Rapid Re-Housing,1/14/2019
PH - Rapid Re-Housing,3/8/2019
PH - Rapid Re-Housing,12/6/2018
PH - Rapid Re-Housing,1/28/2019
PH - Rapid Re-Housing,3/9/2020
PH - Rapid Re-Housing,8/15/2019
PH - Permanent Supportive Housing,6/18/2021
PH - Permanent Supportive Housing,11/3/2018
PH - Rapid Re-Housing,12/4/2018
PH - Rapid Re-Housing,2/16/2019
PH - Rapid Re-Housing,10/26/2018
PH - Rapid Re-Housing,12/20/2018
PH - Rapid Re-Housing,7/7/2021
PH - Rapid Re-Housing,5/25/2021
PH - Rapid Re-Housing,4/11/2019
PH - Rapid Re-Housing,5/13/2020
PH - Rapid Re-Housing,2/7/2019
PH - Rapid Re-Housing,11/20/2018
PH - Rapid Re-Housing,1/21/2020
PH - Rapid Re-Housing,11/27/2018
PH - Rapid Re-Housing,6/27/2020
PH - Rapid Re-Housing,2/26/2020
PH - Rapid Re-Housing,12/14/2018
PH - Permanent Supportive Housing,1/10/2019
PH - Rapid Re-Housing,1/10/2019
PH - Rapid Re-Housing,3/8/2019
PH - Rapid Re-Housing,12/27/2018
PH - Rapid Re-Housing,12/27/2018
PH - Rapid Re-Housing,11/27/2018
PH - Rapid Re-Housing,2/21/2019
PH - Rapid Re-Housing,12/13/2019
PH - Rapid Re-Housing,12/20/2018
PH - Permanent Supportive Housing,11/1/2018
PH - Rapid Re-Housing,4/8/2019
PH - Rapid Re-Housing,2/5/2019
PH - Permanent Supportive Housing,8/30/2019
PH - Rapid Re-Housing,12/20/2018
PH - Rapid Re-Housing,8/4/2019
PH - Rapid Re-Housing,11/15/2019
Transitional Housing,11/10/2021
PH - Rapid Re-Housing,2/4/2021
PH - Rapid Re-Housing,1/20/2022
PH - Permanent Supportive Housing,1/20/2022
PH - Permanent Supportive Housing,4/15/2019
PH - Rapid Re-Housing,11/11/2019
